name,id,version,chainId,chainName,moduleName,contractAddress
OKX Web3,15151,115186,1,eth,NativeV3Adapter,0xB751a68D96960D973CfD3DfaED42947DeB1c89Be
OKX Web3,15151,115186,1,eth,dexRouter,0x5b4826f302D3043aB2B907f79c7E2e4E5CBC6AaC
OKX Web3,15151,115186,42161,arb,dexRouter,0xEB9194bFB0928cA93a53c226A9220736FF02633d
OKX Web3,15151,115186,43114,avax,dexRouter,0xC303C778B94d1D966529f9E2d480028f46cc8D53
OKX Web3,15151,115186,8453,base,dexRouter,0x5E8DF5b010D57e525562791717011D496676552A
OKX Web3,15151,115186,56,bsc,dexRouter,0x1fcFcCd40DE415BC69fE2F0ad4870aF70D7A2905
OKX Web3,15151,115186,169,manta,dexRouter,0x38575264810371C15F0E5744FA2Ab29cdef7245d
OKX Web3,15151,115186,34443,mode,dexRouter,0x9C3157572690eaaB6E6643A3cC22CbF7369E569f
OKX Web3,15151,115186,10,op,dexRouter,0x78160aBDfe9cB76CEC57492624fF9C7638c866aD
OKX Web3,15151,115186,137,polygon,dexRouter,0x88Cb4Df86AbA379Ce9c45AbcA18c80f23dEBf4A4
OKX Web3,15151,115186,534352,scroll,dexRouter,0x8Eb2198aaAB680cdf6339F1B7Fc93B7E1F05AD2D
OKX Web3,15151,115186,146,S,dexRouter,0x01D8EDB8eF96119d6Bada3F50463DeE6fe863B4C
OKX Web3,15151,115186,7000,zeta,dexRouter,0x4f06A83A803029b3f01c401f2d8b8E82f099f3D4
OKX Web3,15151,115186,324,zksync,dexRouter,0x8d401Eb9Fb8C5092e7AcaF153D26Ad83d4220117
OKX Web3,15151,115186,195,tron,dexRouter,TXZQ9Mzd1jf21rLc9o3JiyUAQorWDzMSNB
OKX Web3,15151,115186,250,ftm,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,25,cro,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,66,okc,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,14,FLR,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,1030,conflux,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,1101,polyzkevm,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,59144,linea,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,5000,mantle,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,70000014,canto,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,1088,metis,dexRouter,0x9FD43F5E4c24543b2eBC807321E58e6D350d6a5A
OKX Web3,15151,115186,4200,merlin,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,81457,blast,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,196,xlayer,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,1329,sei,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,33139,ape,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,4689,iotx,dexRouter,0x9b9efa5Efa731EA9Bbb0369E91fA17Abf249CFD4
OKX Web3,15151,115186,784,SUI,dexrouter,0x8a802657ae00af9271d48199693c91c96ac005b18e63e97d267328fc8600ffa6
OKX Web3,15151,115186,784,SUI,dexrouter-extended,0x340e0b2002b86e01421cb38678edd8e4fd88c8c46ed1ba6ce1e015f6de919457
OKX Web3,15151,115186,637,Aptos,dexrouter,0xb77f3b827d99ccb340dda870f50c0fb43ca6853963535e74fdc339ec826a8245
OKX Web3,15151,115186,137,polygon,dexRouter,0x55dfe128BB6B3dAdcBAB0F5639e3992CB96601eB
OKX Web3,15151,115186,1030,conflux,wNativeRelayer,0x40aA958dd87FC8305b97f2BA922CDdCa374bcD7f
